concept_name,concept_namespace,dataset_name,study_name,variable_name
parigr102i1,pairfam,parent5,pairfam,parigr102i1
parigr102i2,pairfam,parent5,pairfam,parigr102i2
parigr102i3,pairfam,parent5,pairfam,parigr102i3
parigr102i4,pairfam,parent5,pairfam,parigr102i4
parigr102i5,pairfam,parent5,pairfam,parigr102i5
parigr102i6,pairfam,parent5,pairfam,parigr102i6
parigr102i7,pairfam,parent5,pairfam,parigr102i7
parigr39p1,pairfam,parent5,pairfam,parigr39p1
parigr39p3,pairfam,parent5,pairfam,parigr39p3
parigr40p1,pairfam,parent5,pairfam,parigr40p1
parigr40p3,pairfam,parent5,pairfam,parigr40p3
parigr41p1,pairfam,parent5,pairfam,parigr41p1
parigr41p3,pairfam,parent5,pairfam,parigr41p3
parigr51p1,pairfam,parent5,pairfam,parigr51p1
parigr51p3,pairfam,parent5,pairfam,parigr51p3
parigr51p1i1,pairfam,parent5,pairfam,parigr51p1i1
parigr51p1i2,pairfam,parent5,pairfam,parigr51p1i2
parigr51p1i3,pairfam,parent5,pairfam,parigr51p1i3
parigr51p1i4,pairfam,parent5,pairfam,parigr51p1i4
parigr51p1i5,pairfam,parent5,pairfam,parigr51p1i5
parigr51p1i6,pairfam,parent5,pairfam,parigr51p1i6
parigr51p3i1,pairfam,parent5,pairfam,parigr51p3i1
parigr51p3i2,pairfam,parent5,pairfam,parigr51p3i2
parigr51p3i3,pairfam,parent5,pairfam,parigr51p3i3
parigr51p3i4,pairfam,parent5,pairfam,parigr51p3i4
parigr51p3i5,pairfam,parent5,pairfam,parigr51p3i5
parigr51p3i6,pairfam,parent5,pairfam,parigr51p3i6
parigr103,pairfam,parent5,pairfam,parigr103
parigr53p1,pairfam,parent5,pairfam,parigr53p1
parigr54p1,pairfam,parent5,pairfam,parigr54p1
parigr55p1,pairfam,parent5,pairfam,parigr55p1
parigr56p1,pairfam,parent5,pairfam,parigr56p1
parigr57p1,pairfam,parent5,pairfam,parigr57p1
parigr58p1,pairfam,parent5,pairfam,parigr58p1
parigr59p1,pairfam,parent5,pairfam,parigr59p1
parigr53p3,pairfam,parent5,pairfam,parigr53p3
parigr54p3,pairfam,parent5,pairfam,parigr54p3
parigr55p3,pairfam,parent5,pairfam,parigr55p3
parigr56p3,pairfam,parent5,pairfam,parigr56p3
parigr57p3,pairfam,parent5,pairfam,parigr57p3
parigr58p3,pairfam,parent5,pairfam,parigr58p3
parigr59p3,pairfam,parent5,pairfam,parigr59p3
pardobm,pairfam,parent5,pairfam,pardobm
pardoby,pairfam,parent5,pairfam,pardoby
parsex,pairfam,parent5,pairfam,parsex
parpa17i1,pairfam,parent5,pairfam,parpa17i1
parpa17i2,pairfam,parent5,pairfam,parpa17i2
parpa17i3,pairfam,parent5,pairfam,parpa17i3
parpa17i4,pairfam,parent5,pairfam,parpa17i4
parpa17i5,pairfam,parent5,pairfam,parpa17i5
parpa17i6,pairfam,parent5,pairfam,parpa17i6
parpa17i7,pairfam,parent5,pairfam,parpa17i7
parpa17i8,pairfam,parent5,pairfam,parpa17i8
parnet17i2,pairfam,parent5,pairfam,parnet17i2
parnet17i1,pairfam,parent5,pairfam,parnet17i1
parigr9y,pairfam,parent5,pairfam,parigr9y
parigr9f,pairfam,parent5,pairfam,parigr9f
parhlt1,pairfam,parent5,pairfam,parhlt1
parsd30,pairfam,parent5,pairfam,parsd30
parsd31,pairfam,parent5,pairfam,parsd31
parsd27,pairfam,parent5,pairfam,parsd27
parsd27n,pairfam,parent5,pairfam,parsd27n
parsd29i8,pairfam,parent5,pairfam,parsd29i8
parsd29i1,pairfam,parent5,pairfam,parsd29i1
parsd29i2,pairfam,parent5,pairfam,parsd29i2
parsd29i3,pairfam,parent5,pairfam,parsd29i3
parsd29i4,pairfam,parent5,pairfam,parsd29i4
parsd29i5,pairfam,parent5,pairfam,parsd29i5
parsd29i6,pairfam,parent5,pairfam,parsd29i6
parsd29i7,pairfam,parent5,pairfam,parsd29i7
parsd23i10,pairfam,parent5,pairfam,parsd23i10
parsd23i11,pairfam,parent5,pairfam,parsd23i11
parsd23i12,pairfam,parent5,pairfam,parsd23i12
parsd23i13,pairfam,parent5,pairfam,parsd23i13
parsd23i14,pairfam,parent5,pairfam,parsd23i14
parsd23i15,pairfam,parent5,pairfam,parsd23i15
parsd23i16,pairfam,parent5,pairfam,parsd23i16
parsd23i17,pairfam,parent5,pairfam,parsd23i17
parsd23i18,pairfam,parent5,pairfam,parsd23i18
parsd23i19,pairfam,parent5,pairfam,parsd23i19
parsd23i20,pairfam,parent5,pairfam,parsd23i20
parsd23i21,pairfam,parent5,pairfam,parsd23i21
parsd23i22,pairfam,parent5,pairfam,parsd23i22
parsd23i24,pairfam,parent5,pairfam,parsd23i24
parflag1,pairfam,parent5,pairfam,parflag1
parflag2,pairfam,parent5,pairfam,parflag2
parflag7,pairfam,parent5,pairfam,parflag7
parflag11,pairfam,parent5,pairfam,parflag11
parflag13,pairfam,parent5,pairfam,parflag13
partype,pairfam,parent5,pairfam,partype
parposition,pairfam,parent5,pairfam,parposition
parsexparent,pairfam,parent5,pairfam,parsexparent
parcohort,pairfam,parent5,pairfam,parcohort
parageanchor,pairfam,parent5,pairfam,parageanchor
parintd,pairfam,parent5,pairfam,parintd
parintm,pairfam,parent5,pairfam,parintm
parinty,pairfam,parent5,pairfam,parinty
parkids,pairfam,parent5,pairfam,parkids
pargrandkids,pairfam,parent5,pairfam,pargrandkids
parw5ne,pairfam,parent5,pairfam,parw5ne
parcorgc,pairfam,parent5,pairfam,parcorgc
parbula,pairfam,parent5,pairfam,parbula
parbik,pairfam,parent5,pairfam,parbik
pargkpol,pairfam,parent5,pairfam,pargkpol
parschool,pairfam,parent5,pairfam,parschool
parvocat,pairfam,parent5,pairfam,parvocat
parcasmin,pairfam,parent5,pairfam,parcasmin
parisced,pairfam,parent5,pairfam,parisced
paryeduc,pairfam,parent5,pairfam,paryeduc
pid,pairfam,partner1,pairfam,pid
demodiff,pairfam,partner1,pairfam,demodiff
wave,pairfam,partner1,pairfam,wave
id,pairfam,partner1,pairfam,id
pval1i1,pairfam,partner1,pairfam,pval1i1
pval1i2,pairfam,partner1,pairfam,pval1i2
pval1i3,pairfam,partner1,pairfam,pval1i3
pval1i4,pairfam,partner1,pairfam,pval1i4
pval1i5,pairfam,partner1,pairfam,pval1i5
pval1i6,pairfam,partner1,pairfam,pval1i6
pval1i7,pairfam,partner1,pairfam,pval1i7
pval1i8,pairfam,partner1,pairfam,pval1i8
psat1i1,pairfam,partner1,pairfam,psat1i1
psat1i2,pairfam,partner1,pairfam,psat1i2
psat1i3,pairfam,partner1,pairfam,psat1i3
psat1i4,pairfam,partner1,pairfam,psat1i4
psrs1i1,pairfam,partner1,pairfam,psrs1i1
psrs1i2,pairfam,partner1,pairfam,psrs1i2
psrs1i3,pairfam,partner1,pairfam,psrs1i3
psrs1i4,pairfam,partner1,pairfam,psrs1i4
psrs1i5,pairfam,partner1,pairfam,psrs1i5
pbce1i1,pairfam,partner1,pairfam,pbce1i1
pbce1i2,pairfam,partner1,pairfam,pbce1i2
pbce1i3,pairfam,partner1,pairfam,pbce1i3
pbce1i4,pairfam,partner1,pairfam,pbce1i4
pbce1i5,pairfam,partner1,pairfam,pbce1i5
pbce1i6,pairfam,partner1,pairfam,pbce1i6
pbce1i7,pairfam,partner1,pairfam,pbce1i7
pbce1i8,pairfam,partner1,pairfam,pbce1i8
pbce1i9,pairfam,partner1,pairfam,pbce1i9
pbce1i10,pairfam,partner1,pairfam,pbce1i10
psat3,pairfam,partner1,pairfam,psat3
psat4,pairfam,partner1,pairfam,psat4
ppa9,pairfam,partner1,pairfam,ppa9
ppa11,pairfam,partner1,pairfam,ppa11
ppa13,pairfam,partner1,pairfam,ppa13
ppa14i1,pairfam,partner1,pairfam,ppa14i1
ppa14i2,pairfam,partner1,pairfam,ppa14i2
ppa14i3,pairfam,partner1,pairfam,ppa14i3
ppa14i4,pairfam,partner1,pairfam,ppa14i4
ppa14i5,pairfam,partner1,pairfam,ppa14i5
ppa15,pairfam,partner1,pairfam,ppa15
ppa19i1,pairfam,partner1,pairfam,ppa19i1
ppa19i3,pairfam,partner1,pairfam,ppa19i3
ppa19i5,pairfam,partner1,pairfam,ppa19i5
ppa19i6,pairfam,partner1,pairfam,ppa19i6
ppa19i7,pairfam,partner1,pairfam,ppa19i7
ppa19i8,pairfam,partner1,pairfam,ppa19i8
ppa16i1,pairfam,partner1,pairfam,ppa16i1
ppa16i2,pairfam,partner1,pairfam,ppa16i2
ppa16i3,pairfam,partner1,pairfam,ppa16i3
ppa16i4,pairfam,partner1,pairfam,ppa16i4
ppa16i5,pairfam,partner1,pairfam,ppa16i5
ppa16i6,pairfam,partner1,pairfam,ppa16i6
ppa21i1,pairfam,partner1,pairfam,ppa21i1
ppa21i2,pairfam,partner1,pairfam,ppa21i2
ppa21i3,pairfam,partner1,pairfam,ppa21i3
ppa21i4,pairfam,partner1,pairfam,ppa21i4
ppa21i5,pairfam,partner1,pairfam,ppa21i5
ppa21i6,pairfam,partner1,pairfam,ppa21i6
ppa22pi1,pairfam,partner1,pairfam,ppa22pi1
ppa22pi2,pairfam,partner1,pairfam,ppa22pi2
ppa22pi3,pairfam,partner1,pairfam,ppa22pi3
ppa22pi4,pairfam,partner1,pairfam,ppa22pi4
ppa22pi5,pairfam,partner1,pairfam,ppa22pi5
ppa22pi6,pairfam,partner1,pairfam,ppa22pi6
ppa22pi7,pairfam,partner1,pairfam,ppa22pi7
ppa22pi8,pairfam,partner1,pairfam,ppa22pi8
ppa22ri1,pairfam,partner1,pairfam,ppa22ri1
ppa22ri2,pairfam,partner1,pairfam,ppa22ri2
ppa22ri3,pairfam,partner1,pairfam,ppa22ri3
ppa22ri4,pairfam,partner1,pairfam,ppa22ri4
ppa22ri5,pairfam,partner1,pairfam,ppa22ri5
ppa22ri6,pairfam,partner1,pairfam,ppa22ri6
ppa22ri7,pairfam,partner1,pairfam,ppa22ri7
ppa22ri8,pairfam,partner1,pairfam,ppa22ri8
ppa17i1,pairfam,partner1,pairfam,ppa17i1
ppa17i2,pairfam,partner1,pairfam,ppa17i2
ppa17i3,pairfam,partner1,pairfam,ppa17i3
ppa17i4,pairfam,partner1,pairfam,ppa17i4
ppa17i5,pairfam,partner1,pairfam,ppa17i5
ppa17i6,pairfam,partner1,pairfam,ppa17i6
ppa17i7,pairfam,partner1,pairfam,ppa17i7
ppa17i8,pairfam,partner1,pairfam,ppa17i8
ppa18i1,pairfam,partner1,pairfam,ppa18i1
ppa18i2,pairfam,partner1,pairfam,ppa18i2
ppa18i4,pairfam,partner1,pairfam,ppa18i4
ppa18i6,pairfam,partner1,pairfam,ppa18i6
ppa18i7,pairfam,partner1,pairfam,ppa18i7
ppa18i9,pairfam,partner1,pairfam,ppa18i9
ppa18i10,pairfam,partner1,pairfam,ppa18i10
ppa18i11,pairfam,partner1,pairfam,ppa18i11
ppa18i12,pairfam,partner1,pairfam,ppa18i12
ppa18i14,pairfam,partner1,pairfam,ppa18i14
ppa18i15,pairfam,partner1,pairfam,ppa18i15
ppa18i16,pairfam,partner1,pairfam,ppa18i16
ppa18i18,pairfam,partner1,pairfam,ppa18i18
ppa26,pairfam,partner1,pairfam,ppa26
ppa27,pairfam,partner1,pairfam,ppa27
ppa28,pairfam,partner1,pairfam,ppa28
pbce2i1,pairfam,partner1,pairfam,pbce2i1
pbce2i2,pairfam,partner1,pairfam,pbce2i2
pbce2i3,pairfam,partner1,pairfam,pbce2i3
pbce2i4,pairfam,partner1,pairfam,pbce2i4
pbce2i5,pairfam,partner1,pairfam,pbce2i5
pbce2i6,pairfam,partner1,pairfam,pbce2i6
pbce2i7,pairfam,partner1,pairfam,pbce2i7
pbce2i8,pairfam,partner1,pairfam,pbce2i8
pbce2i9,pairfam,partner1,pairfam,pbce2i9
pbce2i10,pairfam,partner1,pairfam,pbce2i10
psd9,pairfam,partner1,pairfam,psd9
psd19k1m,pairfam,partner1,pairfam,psd19k1m
psd19k1y,pairfam,partner1,pairfam,psd19k1y
psd14k1g,pairfam,partner1,pairfam,psd14k1g
psd15k1,pairfam,partner1,pairfam,psd15k1
psd19k2m,pairfam,partner1,pairfam,psd19k2m
psd19k2y,pairfam,partner1,pairfam,psd19k2y
psd14k2g,pairfam,partner1,pairfam,psd14k2g
psd15k2,pairfam,partner1,pairfam,psd15k2
psd19k3m,pairfam,partner1,pairfam,psd19k3m
psd19k3y,pairfam,partner1,pairfam,psd19k3y
psd14k3g,pairfam,partner1,pairfam,psd14k3g
psd15k3,pairfam,partner1,pairfam,psd15k3
psd19k4m,pairfam,partner1,pairfam,psd19k4m
psd19k4y,pairfam,partner1,pairfam,psd19k4y
psd14k4g,pairfam,partner1,pairfam,psd14k4g
psd15k4,pairfam,partner1,pairfam,psd15k4
psex5,pairfam,partner1,pairfam,psex5
psex6i1,pairfam,partner1,pairfam,psex6i1
psex6i2,pairfam,partner1,pairfam,psex6i2
psex6i3,pairfam,partner1,pairfam,psex6i3
psex6i4,pairfam,partner1,pairfam,psex6i4
psex6i5,pairfam,partner1,pairfam,psex6i5
psex6i6,pairfam,partner1,pairfam,psex6i6
psex6i7,pairfam,partner1,pairfam,psex6i7
psex6i8,pairfam,partner1,pairfam,psex6i8
psex6i9,pairfam,partner1,pairfam,psex6i9
psex6i10,pairfam,partner1,pairfam,psex6i10
psex6i11,pairfam,partner1,pairfam,psex6i11
psex7,pairfam,partner1,pairfam,psex7
pfrt1,pairfam,partner1,pairfam,pfrt1
psat5,pairfam,partner1,pairfam,psat5
pfrt5,pairfam,partner1,pairfam,pfrt5
pfrt6,pairfam,partner1,pairfam,pfrt6
pfrt13i1,pairfam,partner1,pairfam,pfrt13i1
pfrt13i2,pairfam,partner1,pairfam,pfrt13i2
pfrt13i3,pairfam,partner1,pairfam,pfrt13i3
pfrt13i4,pairfam,partner1,pairfam,pfrt13i4
pfrt13i5,pairfam,partner1,pairfam,pfrt13i5
pfrt13i6,pairfam,partner1,pairfam,pfrt13i6
pfrt13i7,pairfam,partner1,pairfam,pfrt13i7
pfrt13i8,pairfam,partner1,pairfam,pfrt13i8
pfrt13i9,pairfam,partner1,pairfam,pfrt13i9
pfrt13i10,pairfam,partner1,pairfam,pfrt13i10
pfrt13i11,pairfam,partner1,pairfam,pfrt13i11
pfrt13i12,pairfam,partner1,pairfam,pfrt13i12
pfrt13i13,pairfam,partner1,pairfam,pfrt13i13
pfrt13i14,pairfam,partner1,pairfam,pfrt13i14
pfrt13i14o,pairfam,partner1,pairfam,pfrt13i14o
pfrt7,pairfam,partner1,pairfam,pfrt7
pfrt9,pairfam,partner1,pairfam,pfrt9
pfrt10i1,pairfam,partner1,pairfam,pfrt10i1
pfrt10i2,pairfam,partner1,pairfam,pfrt10i2
pfrt12i1,pairfam,partner1,pairfam,pfrt12i1
pfrt12i2,pairfam,partner1,pairfam,pfrt12i2
pfrt12i3,pairfam,partner1,pairfam,pfrt12i3
pfrt12i4,pairfam,partner1,pairfam,pfrt12i4
plsr1i1,pairfam,partner1,pairfam,plsr1i1
plsr1i2,pairfam,partner1,pairfam,plsr1i2
plsr1i3,pairfam,partner1,pairfam,plsr1i3
plsr1i4,pairfam,partner1,pairfam,plsr1i4
plsr2,pairfam,partner1,pairfam,plsr2
plsr3,pairfam,partner1,pairfam,plsr3
plsr4,pairfam,partner1,pairfam,plsr4
pper1i1,pairfam,partner1,pairfam,pper1i1
pper1i2,pairfam,partner1,pairfam,pper1i2
pper1i3,pairfam,partner1,pairfam,pper1i3
pper1i4,pairfam,partner1,pairfam,pper1i4
pper1i5,pairfam,partner1,pairfam,pper1i5
pper1i6,pairfam,partner1,pairfam,pper1i6
pper1i7,pairfam,partner1,pairfam,pper1i7
pper1i8,pairfam,partner1,pairfam,pper1i8
pper1i9,pairfam,partner1,pairfam,pper1i9
pper1i10,pairfam,partner1,pairfam,pper1i10
pper1i11,pairfam,partner1,pairfam,pper1i11
pper1i12,pairfam,partner1,pairfam,pper1i12
pper1i13,pairfam,partner1,pairfam,pper1i13
pdobd,pairfam,partner1,pairfam,pdobd
pdobm,pairfam,partner1,pairfam,pdobm
pdoby,pairfam,partner1,pairfam,pdoby
psex,pairfam,partner1,pairfam,psex
psd10,pairfam,partner1,pairfam,psd10
psd27,pairfam,partner1,pairfam,psd27
psd27o,pairfam,partner1,pairfam,psd27o
psd23i2,pairfam,partner1,pairfam,psd23i2
psd23i3,pairfam,partner1,pairfam,psd23i3
psd23i4,pairfam,partner1,pairfam,psd23i4
psd23i5,pairfam,partner1,pairfam,psd23i5
psd23i6,pairfam,partner1,pairfam,psd23i6
psd23i7,pairfam,partner1,pairfam,psd23i7
psd23i8,pairfam,partner1,pairfam,psd23i8
psd23i9,pairfam,partner1,pairfam,psd23i9
psd23i10,pairfam,partner1,pairfam,psd23i10
psd23i11,pairfam,partner1,pairfam,psd23i11
psd23i12,pairfam,partner1,pairfam,psd23i12
psd23i13,pairfam,partner1,pairfam,psd23i13
psd23i14,pairfam,partner1,pairfam,psd23i14
psd23i15,pairfam,partner1,pairfam,psd23i15
psd23i16,pairfam,partner1,pairfam,psd23i16
psd23i17,pairfam,partner1,pairfam,psd23i17
psd23i18,pairfam,partner1,pairfam,psd23i18
psd23i19,pairfam,partner1,pairfam,psd23i19
psd23i20,pairfam,partner1,pairfam,psd23i20
psd23i21,pairfam,partner1,pairfam,psd23i21
psd23i22,pairfam,partner1,pairfam,psd23i22
pjob2,pairfam,partner1,pairfam,pjob2
pinc2,pairfam,partner1,pairfam,pinc2
pinc2c,pairfam,partner1,pairfam,pinc2c
phlt1,pairfam,partner1,pairfam,phlt1
phlt2,pairfam,partner1,pairfam,phlt2
phlt3,pairfam,partner1,pairfam,phlt3
phlt4,pairfam,partner1,pairfam,phlt4
phlt7,pairfam,partner1,pairfam,phlt7
phlt5,pairfam,partner1,pairfam,phlt5
phlt6,pairfam,partner1,pairfam,phlt6
psd30,pairfam,partner1,pairfam,psd30
psd31,pairfam,partner1,pairfam,psd31
psat6,pairfam,partner1,pairfam,psat6
pintd,pairfam,partner1,pairfam,pintd
pintm,pairfam,partner1,pairfam,pintm
pinty,pairfam,partner1,pairfam,pinty
plng,pairfam,partner1,pairfam,plng
id,pairfam,biomob_rtr_parents,pairfam,id
demodiff,pairfam,biomob_rtr_parents,pairfam,demodiff
cohort,pairfam,biomob_rtr_parents,pairfam,cohort
dob,pairfam,biomob_rtr_parents,pairfam,dob
sex,pairfam,biomob_rtr_parents,pairfam,sex
wave1,pairfam,biomob_rtr_parents,pairfam,wave1
wave2,pairfam,biomob_rtr_parents,pairfam,wave2
wave3,pairfam,biomob_rtr_parents,pairfam,wave3
intdatw1,pairfam,biomob_rtr_parents,pairfam,intdatw1
intdatw2,pairfam,biomob_rtr_parents,pairfam,intdatw2
intdatw3,pairfam,biomob_rtr_parents,pairfam,intdatw3
respw2,pairfam,biomob_rtr_parents,pairfam,respw2
respw3,pairfam,biomob_rtr_parents,pairfam,respw3
presindex,pairfam,biomob_rtr_parents,pairfam,presindex
presbeg,pairfam,biomob_rtr_parents,pairfam,presbeg
presend,pairfam,biomob_rtr_parents,pairfam,presend
prescensor,pairfam,biomob_rtr_parents,pairfam,prescensor
presflag1,pairfam,biomob_rtr_parents,pairfam,presflag1
presflag2,pairfam,biomob_rtr_parents,pairfam,presflag2
presflag3,pairfam,biomob_rtr_parents,pairfam,presflag3
presflag4,pairfam,biomob_rtr_parents,pairfam,presflag4
pid,pairfam,partner1_dd,pairfam,pid
demodiff,pairfam,partner1_dd,pairfam,demodiff
wave,pairfam,partner1_dd,pairfam,wave
id,pairfam,partner1_dd,pairfam,id
pval1i1,pairfam,partner1_dd,pairfam,pval1i1
pval1i2,pairfam,partner1_dd,pairfam,pval1i2
pval1i3,pairfam,partner1_dd,pairfam,pval1i3
pval1i4,pairfam,partner1_dd,pairfam,pval1i4
pval1i5,pairfam,partner1_dd,pairfam,pval1i5
pval1i6,pairfam,partner1_dd,pairfam,pval1i6
pval1i7,pairfam,partner1_dd,pairfam,pval1i7
pval1i8,pairfam,partner1_dd,pairfam,pval1i8
psat1i1,pairfam,partner1_dd,pairfam,psat1i1
psat1i2,pairfam,partner1_dd,pairfam,psat1i2
psat1i3,pairfam,partner1_dd,pairfam,psat1i3
psat1i4,pairfam,partner1_dd,pairfam,psat1i4
psrs1i1,pairfam,partner1_dd,pairfam,psrs1i1
psrs1i2,pairfam,partner1_dd,pairfam,psrs1i2
psrs1i3,pairfam,partner1_dd,pairfam,psrs1i3
psrs1i4,pairfam,partner1_dd,pairfam,psrs1i4
psrs1i5,pairfam,partner1_dd,pairfam,psrs1i5
pbce1i1,pairfam,partner1_dd,pairfam,pbce1i1
pbce1i2,pairfam,partner1_dd,pairfam,pbce1i2
pbce1i3,pairfam,partner1_dd,pairfam,pbce1i3
pbce1i4,pairfam,partner1_dd,pairfam,pbce1i4
pbce1i5,pairfam,partner1_dd,pairfam,pbce1i5
pbce1i6,pairfam,partner1_dd,pairfam,pbce1i6
pbce1i7,pairfam,partner1_dd,pairfam,pbce1i7
pbce1i8,pairfam,partner1_dd,pairfam,pbce1i8
pbce1i9,pairfam,partner1_dd,pairfam,pbce1i9
pbce1i10,pairfam,partner1_dd,pairfam,pbce1i10
psat3,pairfam,partner1_dd,pairfam,psat3
psat4,pairfam,partner1_dd,pairfam,psat4
ppa9,pairfam,partner1_dd,pairfam,ppa9
ppa11,pairfam,partner1_dd,pairfam,ppa11
ppa13,pairfam,partner1_dd,pairfam,ppa13
ppa14i1,pairfam,partner1_dd,pairfam,ppa14i1
ppa14i2,pairfam,partner1_dd,pairfam,ppa14i2
ppa14i3,pairfam,partner1_dd,pairfam,ppa14i3
ppa14i4,pairfam,partner1_dd,pairfam,ppa14i4
ppa14i5,pairfam,partner1_dd,pairfam,ppa14i5
ppa15,pairfam,partner1_dd,pairfam,ppa15
ppa19i1,pairfam,partner1_dd,pairfam,ppa19i1
ppa19i3,pairfam,partner1_dd,pairfam,ppa19i3
ppa19i5,pairfam,partner1_dd,pairfam,ppa19i5
ppa19i6,pairfam,partner1_dd,pairfam,ppa19i6
ppa19i7,pairfam,partner1_dd,pairfam,ppa19i7
ppa19i8,pairfam,partner1_dd,pairfam,ppa19i8
ppa16i1,pairfam,partner1_dd,pairfam,ppa16i1
ppa16i2,pairfam,partner1_dd,pairfam,ppa16i2
ppa16i3,pairfam,partner1_dd,pairfam,ppa16i3
ppa16i4,pairfam,partner1_dd,pairfam,ppa16i4
ppa16i5,pairfam,partner1_dd,pairfam,ppa16i5
ppa16i6,pairfam,partner1_dd,pairfam,ppa16i6
ppa21i1,pairfam,partner1_dd,pairfam,ppa21i1
ppa21i2,pairfam,partner1_dd,pairfam,ppa21i2
ppa21i3,pairfam,partner1_dd,pairfam,ppa21i3
ppa21i4,pairfam,partner1_dd,pairfam,ppa21i4
ppa21i5,pairfam,partner1_dd,pairfam,ppa21i5
ppa21i6,pairfam,partner1_dd,pairfam,ppa21i6
ppa22pi1,pairfam,partner1_dd,pairfam,ppa22pi1
ppa22pi2,pairfam,partner1_dd,pairfam,ppa22pi2
ppa22pi3,pairfam,partner1_dd,pairfam,ppa22pi3
ppa22pi4,pairfam,partner1_dd,pairfam,ppa22pi4
ppa22pi5,pairfam,partner1_dd,pairfam,ppa22pi5
ppa22pi6,pairfam,partner1_dd,pairfam,ppa22pi6
ppa22pi7,pairfam,partner1_dd,pairfam,ppa22pi7
ppa22pi8,pairfam,partner1_dd,pairfam,ppa22pi8
ppa22ri1,pairfam,partner1_dd,pairfam,ppa22ri1
ppa22ri2,pairfam,partner1_dd,pairfam,ppa22ri2
ppa22ri3,pairfam,partner1_dd,pairfam,ppa22ri3
ppa22ri4,pairfam,partner1_dd,pairfam,ppa22ri4
ppa22ri5,pairfam,partner1_dd,pairfam,ppa22ri5
ppa22ri6,pairfam,partner1_dd,pairfam,ppa22ri6
ppa22ri7,pairfam,partner1_dd,pairfam,ppa22ri7
ppa22ri8,pairfam,partner1_dd,pairfam,ppa22ri8
ppa17i1,pairfam,partner1_dd,pairfam,ppa17i1
ppa17i2,pairfam,partner1_dd,pairfam,ppa17i2
ppa17i3,pairfam,partner1_dd,pairfam,ppa17i3
ppa17i4,pairfam,partner1_dd,pairfam,ppa17i4
ppa17i5,pairfam,partner1_dd,pairfam,ppa17i5
ppa17i6,pairfam,partner1_dd,pairfam,ppa17i6
ppa17i7,pairfam,partner1_dd,pairfam,ppa17i7
ppa17i8,pairfam,partner1_dd,pairfam,ppa17i8
ppa18i1,pairfam,partner1_dd,pairfam,ppa18i1
ppa18i2,pairfam,partner1_dd,pairfam,ppa18i2
ppa18i4,pairfam,partner1_dd,pairfam,ppa18i4
ppa18i6,pairfam,partner1_dd,pairfam,ppa18i6
ppa18i7,pairfam,partner1_dd,pairfam,ppa18i7
ppa18i9,pairfam,partner1_dd,pairfam,ppa18i9
ppa18i10,pairfam,partner1_dd,pairfam,ppa18i10
ppa18i11,pairfam,partner1_dd,pairfam,ppa18i11
ppa18i12,pairfam,partner1_dd,pairfam,ppa18i12
ppa18i14,pairfam,partner1_dd,pairfam,ppa18i14
ppa18i15,pairfam,partner1_dd,pairfam,ppa18i15
ppa18i16,pairfam,partner1_dd,pairfam,ppa18i16
ppa18i18,pairfam,partner1_dd,pairfam,ppa18i18
ppa26,pairfam,partner1_dd,pairfam,ppa26
ppa27,pairfam,partner1_dd,pairfam,ppa27
ppa28,pairfam,partner1_dd,pairfam,ppa28
pbce2i1,pairfam,partner1_dd,pairfam,pbce2i1
pbce2i2,pairfam,partner1_dd,pairfam,pbce2i2
pbce2i3,pairfam,partner1_dd,pairfam,pbce2i3
pbce2i4,pairfam,partner1_dd,pairfam,pbce2i4
pbce2i5,pairfam,partner1_dd,pairfam,pbce2i5
pbce2i6,pairfam,partner1_dd,pairfam,pbce2i6
pbce2i7,pairfam,partner1_dd,pairfam,pbce2i7
pbce2i8,pairfam,partner1_dd,pairfam,pbce2i8
pbce2i9,pairfam,partner1_dd,pairfam,pbce2i9
pbce2i10,pairfam,partner1_dd,pairfam,pbce2i10
psd9,pairfam,partner1_dd,pairfam,psd9
psd19k1m,pairfam,partner1_dd,pairfam,psd19k1m
psd19k1y,pairfam,partner1_dd,pairfam,psd19k1y
psd14k1g,pairfam,partner1_dd,pairfam,psd14k1g
psd15k1,pairfam,partner1_dd,pairfam,psd15k1
psd19k2m,pairfam,partner1_dd,pairfam,psd19k2m
psd19k2y,pairfam,partner1_dd,pairfam,psd19k2y
psd14k2g,pairfam,partner1_dd,pairfam,psd14k2g
psd15k2,pairfam,partner1_dd,pairfam,psd15k2
psd19k3m,pairfam,partner1_dd,pairfam,psd19k3m
psd19k3y,pairfam,partner1_dd,pairfam,psd19k3y
psd14k3g,pairfam,partner1_dd,pairfam,psd14k3g
psd15k3,pairfam,partner1_dd,pairfam,psd15k3
psd19k4m,pairfam,partner1_dd,pairfam,psd19k4m
psd19k4y,pairfam,partner1_dd,pairfam,psd19k4y
psd14k4g,pairfam,partner1_dd,pairfam,psd14k4g
psd15k4,pairfam,partner1_dd,pairfam,psd15k4
psex5,pairfam,partner1_dd,pairfam,psex5
psex6i1,pairfam,partner1_dd,pairfam,psex6i1
psex6i2,pairfam,partner1_dd,pairfam,psex6i2
psex6i3,pairfam,partner1_dd,pairfam,psex6i3
psex6i4,pairfam,partner1_dd,pairfam,psex6i4
psex6i5,pairfam,partner1_dd,pairfam,psex6i5
psex6i6,pairfam,partner1_dd,pairfam,psex6i6
psex6i7,pairfam,partner1_dd,pairfam,psex6i7
psex6i8,pairfam,partner1_dd,pairfam,psex6i8
psex6i9,pairfam,partner1_dd,pairfam,psex6i9
