concept_name,concept_namespace
crn73k5,pairfam
crn73k6,pairfam
crn73k7,pairfam
crn73k8,pairfam
crn73k9,pairfam
crn73k10,pairfam
crn71k1,pairfam
crn71k2,pairfam
crn71k3,pairfam
crn71k4,pairfam
crn71k5,pairfam
crn71k6,pairfam
crn71k7,pairfam
crn71k8,pairfam
crn71k9,pairfam
crn71k10,pairfam
crn72k1,pairfam
crn72k2,pairfam
crn72k3,pairfam
crn72k4,pairfam
crn72k5,pairfam
crn72k6,pairfam
crn72k7,pairfam
crn72k8,pairfam
crn72k9,pairfam
crn72k10,pairfam
crn11i6,pairfam
crn11i1,pairfam
crn52k1i1,pairfam
crn52k1i2,pairfam
crn52k2i1,pairfam
crn52k2i2,pairfam
crn52k3i1,pairfam
crn52k3i2,pairfam
crn52k4i1,pairfam
crn52k4i2,pairfam
crn52k5i1,pairfam
crn52k5i2,pairfam
crn52k6i1,pairfam
crn52k6i2,pairfam
crn52k7i1,pairfam
crn52k7i2,pairfam
crn52k8i1,pairfam
crn52k9i1,pairfam
crn52k10i1,pairfam
crn52k8i2,pairfam
crn52k9i2,pairfam
crn52k10i2,pairfam
crn48k1i1,pairfam
crn48k1i2,pairfam
crn48k2i1,pairfam
crn48k2i2,pairfam
crn48k3i1,pairfam
crn48k3i2,pairfam
crn48k4i1,pairfam
crn48k4i2,pairfam
crn48k5i1,pairfam
crn48k5i2,pairfam
crn48k6i1,pairfam
crn48k6i2,pairfam
crn48k7i1,pairfam
crn48k7i2,pairfam
crn48k8i1,pairfam
crn48k9i1,pairfam
crn48k10i1,pairfam
crn48k8i2,pairfam
crn48k9i2,pairfam
crn48k10i2,pairfam
crn35k1i1,pairfam
crn35k1i2,pairfam
crn35k1i3,pairfam
crn35k2i1,pairfam
crn35k2i2,pairfam
crn35k2i3,pairfam
crn35k3i1,pairfam
crn35k3i2,pairfam
crn35k3i3,pairfam
crn35k4i1,pairfam
crn35k4i2,pairfam
crn35k4i3,pairfam
crn35k5i1,pairfam
crn35k5i2,pairfam
crn35k5i3,pairfam
crn35k6i1,pairfam
crn35k6i2,pairfam
crn35k6i3,pairfam
crn35k7i1,pairfam
crn35k7i2,pairfam
crn35k7i3,pairfam
crn35k8i1,pairfam
crn35k9i1,pairfam
crn35k10i1,pairfam
crn35k8i2,pairfam
crn35k9i2,pairfam
crn35k10i2,pairfam
crn35k8i3,pairfam
crn35k9i3,pairfam
crn35k10i3,pairfam
crn36k1,pairfam
crn36k2,pairfam
crn36k3,pairfam
crn36k4,pairfam
crn36k5,pairfam
crn36k6,pairfam
crn36k7,pairfam
crn36k8,pairfam
crn36k9,pairfam
crn36k10,pairfam
crn74i1,pairfam
crn74i2,pairfam
crn74i3,pairfam
crn74i4,pairfam
crn74i5,pairfam
crn74i6,pairfam
crn74i7,pairfam
crn74i8,pairfam
crn74i9,pairfam
crn74i10,pairfam
crn74i11,pairfam
crn74i12,pairfam
crn75i1,pairfam
crn75i2,pairfam
crn75i3,pairfam
crn75i4,pairfam
crn75i5,pairfam
crn75i6,pairfam
crn75i7,pairfam
crn75i8,pairfam
crn75i9,pairfam
crn75i10,pairfam
crn75i11,pairfam
crn75i12,pairfam
crn76,pairfam
crn77,pairfam
crn78,pairfam
crn79,pairfam
crn80,pairfam
crn81,pairfam
crn82,pairfam
crn83,pairfam
crn84,pairfam
crn85,pairfam
ccs1k8,pairfam
ccs1k9,pairfam
ccs1k10,pairfam
ccs2k8,pairfam
ccs2k9,pairfam
ccs2k10,pairfam
lsr10i1,pairfam
lsr10i2,pairfam
lsr10i3,pairfam
lsr10i4,pairfam
lsr10i5,pairfam
lsr10i6,pairfam
lsr10i7,pairfam
lsr10i8,pairfam
lsr10i9,pairfam
lsr10i10,pairfam
lsr10i11,pairfam
lsr10i12,pairfam
lsr10i13,pairfam
lsr11i1,pairfam
lsr11i2,pairfam
lsr11i3,pairfam
lsr11i4,pairfam
lsr12i1,pairfam
lsr12i2,pairfam
lsr12i3,pairfam
lsr12i4,pairfam
lsr12i5,pairfam
lsr12i6,pairfam
lsr12i7,pairfam
lsr12i8,pairfam
lsr12i9,pairfam
lsr12i10,pairfam
lsr12i11,pairfam
lsr12i12,pairfam
lsr12i13,pairfam
lsr13,pairfam
lsr14,pairfam
lsr16i1,pairfam
lsr16i2,pairfam
lsr16i3,pairfam
lsr16i4,pairfam
lsr16i5,pairfam
lsr16i6,pairfam
lsr16i7,pairfam
lsr16i8,pairfam
lsr17i1,pairfam
lsr17i2,pairfam
lsr17i3,pairfam
lsr18,pairfam
lsr19,pairfam
lsr20,pairfam
lsr21,pairfam
lsr22,pairfam
igr42p5,pairfam
igr42p6,pairfam
igr43p5,pairfam
igr43p6,pairfam
igr44p5,pairfam
igr44p6,pairfam
igr45p5,pairfam
igr45p6,pairfam
igr46p5,pairfam
igr46p6,pairfam
igr47p5,pairfam
igr47p6,pairfam
igr48p5,pairfam
igr48p6,pairfam
igr49p5,pairfam
igr49p6,pairfam
igr98p1,pairfam
igr98p2,pairfam
igr98p3,pairfam
igr98p4,pairfam
igr98p5,pairfam
igr98p6,pairfam
igr99p1,pairfam
igr99p2,pairfam
igr99p3,pairfam
igr99p4,pairfam
igr99p5,pairfam
igr99p6,pairfam
qpr1,pairfam
qpr2,pairfam
qpr3,pairfam
qpr4,pairfam
qpr5,pairfam
cprs4p1,pairfam
cprs4p2,pairfam
cprs4p3,pairfam
cprs4p4,pairfam
inc10i17,pairfam
net31i1,pairfam
net31i2,pairfam
net31i3,pairfam
net31i4,pairfam
net26i1,pairfam
net26i2,pairfam
net26i3,pairfam
net26i4,pairfam
net26i5,pairfam
net26i6,pairfam
net26i17,pairfam
net26i18,pairfam
net26i7,pairfam
net26i8,pairfam
net26i9,pairfam
net26i19,pairfam
net26i10,pairfam
net26i11,pairfam
net26i12,pairfam
net26i13,pairfam
net26i14,pairfam
net26i15,pairfam
net26i20,pairfam
net26i21,pairfam
net27i1,pairfam
net27i2,pairfam
net27i3,pairfam
net27i4,pairfam
net27i5,pairfam
net27i6,pairfam
net27i17,pairfam
net27i18,pairfam
net27i7,pairfam
net27i8,pairfam
net27i9,pairfam
net27i19,pairfam
net27i10,pairfam
net27i11,pairfam
net27i12,pairfam
net27i13,pairfam
net27i14,pairfam
net27i15,pairfam
net27i20,pairfam
net27i21,pairfam
net28i1,pairfam
net28i2,pairfam
net28i3,pairfam
net28i4,pairfam
net28i5,pairfam
net28i6,pairfam
net28i17,pairfam
net28i18,pairfam
net28i7,pairfam
net28i8,pairfam
net28i9,pairfam
net28i19,pairfam
net28i10,pairfam
net28i11,pairfam
net28i12,pairfam
net28i13,pairfam
net28i14,pairfam
net28i15,pairfam
net28i20,pairfam
net28i21,pairfam
net29i1,pairfam
net29i2,pairfam
net29i3,pairfam
net29i4,pairfam
net29i5,pairfam
net29i6,pairfam
net29i17,pairfam
net29i18,pairfam
net29i7,pairfam
net29i8,pairfam
net29i9,pairfam
net29i19,pairfam
net29i10,pairfam
net29i11,pairfam
net29i12,pairfam
net29i13,pairfam
net29i14,pairfam
net29i15,pairfam
net29i20,pairfam
net29i21,pairfam
net30i1,pairfam
net30i2,pairfam
net30i3,pairfam
net30i4,pairfam
net30i5,pairfam
net30i6,pairfam
net30i17,pairfam
net30i18,pairfam
net30i7,pairfam
net30i8,pairfam
net30i9,pairfam
net30i19,pairfam
net30i10,pairfam
net30i11,pairfam
net30i12,pairfam
net30i13,pairfam
net30i14,pairfam
net30i15,pairfam
net30i20,pairfam
net30i21,pairfam
net32,pairfam
net33,pairfam
int3,pairfam
int10i3,pairfam
kldb1992,pairfam
isco88,pairfam
egp,pairfam
mps,pairfam
flag_isco88_kldb1992,pairfam
val1i1,pairfam
val1i2,pairfam
val1i3,pairfam
val1i4,pairfam
val1i5,pairfam
val1i6,pairfam
val1i7,pairfam
val1i8,pairfam
co1i1,pairfam
co1i2,pairfam
co1i3,pairfam
sd3,pairfam
sd4n,pairfam
sd4g,pairfam
sd5e1bm,pairfam
sd5e1by,pairfam
sd6e1,pairfam
sd5e1em,pairfam
sd5e2em,pairfam
sd5e3em,pairfam
sd5e4em,pairfam
sd5e5em,pairfam
sd5e6em,pairfam
sd5e7em,pairfam
sd5e1ey,pairfam
sd5e2ey,pairfam
sd5e3ey,pairfam
sd5e4ey,pairfam
sd5e5ey,pairfam
sd5e6ey,pairfam
sd5e7ey,pairfam
sd5e2bm,pairfam
sd5e3bm,pairfam
sd5e4bm,pairfam
sd5e5bm,pairfam
sd5e6bm,pairfam
sd5e7bm,pairfam
sd5e8bm,pairfam
sd5e2by,pairfam
sd5e3by,pairfam
sd5e4by,pairfam
sd5e5by,pairfam
sd5e6by,pairfam
sd5e7by,pairfam
sd5e8by,pairfam
sd6e2,pairfam
sd6e3,pairfam
sd6e4,pairfam
sd6e5,pairfam
sd6e6,pairfam
sd6e7,pairfam
sd6e8,pairfam
sd7e1,pairfam
sd8e1bm,pairfam
sd8e1by,pairfam
sd7e2,pairfam
sd8e2bm,pairfam
sd8e3bm,pairfam
sd8e4bm,pairfam
sd8e5bm,pairfam
sd8e2by,pairfam
sd8e3by,pairfam
sd8e4by,pairfam
sd8e5by,pairfam
sd8e2em,pairfam
sd8e3em,pairfam
sd8e4em,pairfam
sd8e5em,pairfam
sd8e2ey,pairfam
sd8e3ey,pairfam
sd8e4ey,pairfam
sd8e5ey,pairfam
sd7e3,pairfam
sd7e4,pairfam
sd7e5,pairfam
sd7e6,pairfam
sd10,pairfam
sd11,pairfam
sd12m,pairfam
sd12y,pairfam
sd13,pairfam
rtr1p1n,pairfam
rtr1p2n,pairfam
rtr1p3n,pairfam
rtr1p4n,pairfam
rtr1p5n,pairfam
rtr1p6n,pairfam
rtr1p7n,pairfam
rtr1p8n,pairfam
rtr1p9n,pairfam
rtr1p10n,pairfam
rtr1p11n,pairfam
rtr1p12n,pairfam
rtr1p13n,pairfam
rtr1p1g,pairfam
rtr1p2g,pairfam
rtr1p3g,pairfam
rtr1p4g,pairfam
rtr1p5g,pairfam
rtr1p6g,pairfam
rtr1p7g,pairfam
rtr1p8g,pairfam
rtr1p9g,pairfam
rtr1p10g,pairfam
rtr1p11g,pairfam
rtr1p12g,pairfam
rtr1p13g,pairfam
rtr2p1e1bm,pairfam
rtr2p2e1bm,pairfam
rtr2p3e1bm,pairfam
rtr2p4e1bm,pairfam
rtr2p5e1bm,pairfam
rtr2p6e1bm,pairfam
rtr2p7e1bm,pairfam
rtr2p8e1bm,pairfam
rtr2p9e1bm,pairfam
rtr2p10e1bm,pairfam
rtr2p11e1bm,pairfam
rtr2p12e1bm,pairfam
rtr2p1e1by,pairfam
rtr2p2e1by,pairfam
rtr2p3e1by,pairfam
rtr2p4e1by,pairfam
rtr2p5e1by,pairfam
rtr2p6e1by,pairfam
rtr2p7e1by,pairfam
rtr2p8e1by,pairfam
rtr2p9e1by,pairfam
rtr2p10e1by,pairfam
rtr2p11e1by,pairfam
rtr2p12e1by,pairfam
rtr2p1e1em,pairfam
rtr2p1e2em,pairfam
rtr2p1e3em,pairfam
rtr2p1e4em,pairfam
rtr2p2e1em,pairfam
rtr2p2e2em,pairfam
rtr2p2e3em,pairfam
rtr2p3e1em,pairfam
rtr2p3e2em,pairfam
rtr2p4e1em,pairfam
rtr2p4e2em,pairfam
rtr2p4e3em,pairfam
rtr2p4e4em,pairfam
rtr2p4e5em,pairfam
rtr2p5e1em,pairfam
rtr2p5e2em,pairfam
rtr2p5e3em,pairfam
rtr2p5e4em,pairfam
rtr2p6e1em,pairfam
rtr2p7e1em,pairfam
rtr2p8e1em,pairfam
rtr2p9e1em,pairfam
rtr2p10e1em,pairfam
rtr2p11e1em,pairfam
rtr2p12e1em,pairfam
rtr2p1e1ey,pairfam
rtr2p1e2ey,pairfam
rtr2p1e3ey,pairfam
rtr2p1e4ey,pairfam
rtr2p2e1ey,pairfam
rtr2p2e2ey,pairfam
rtr2p2e3ey,pairfam
rtr2p3e1ey,pairfam
rtr2p3e2ey,pairfam
rtr2p4e1ey,pairfam
rtr2p4e2ey,pairfam
rtr2p4e3ey,pairfam
rtr2p4e4ey,pairfam
rtr2p4e5ey,pairfam
rtr2p5e1ey,pairfam
rtr2p5e2ey,pairfam
rtr2p5e3ey,pairfam
rtr2p5e4ey,pairfam
rtr2p6e1ey,pairfam
rtr2p7e1ey,pairfam
rtr2p8e1ey,pairfam
rtr2p9e1ey,pairfam
rtr2p10e1ey,pairfam
rtr2p11e1ey,pairfam
rtr2p12e1ey,pairfam
rtr3p1e1,pairfam
rtr3p1e2,pairfam
rtr3p1e3,pairfam
rtr3p1e4,pairfam
rtr3p2e1,pairfam
rtr3p2e2,pairfam
rtr3p2e3,pairfam
rtr3p3e1,pairfam
rtr3p3e2,pairfam
rtr3p3e3,pairfam
rtr3p4e1,pairfam
rtr3p4e2,pairfam
rtr3p4e3,pairfam
rtr3p4e4,pairfam
rtr3p4e5,pairfam
rtr3p5e1,pairfam
rtr3p5e2,pairfam
rtr3p5e3,pairfam
rtr3p5e4,pairfam
rtr3p6e1,pairfam
rtr3p7e1,pairfam
rtr3p8e1,pairfam
rtr3p9e1,pairfam
rtr3p10e1,pairfam
rtr3p11e1,pairfam
rtr3p12e1,pairfam
rtr2p1e2bm,pairfam
rtr2p1e3bm,pairfam
rtr2p1e4bm,pairfam
rtr2p2e2bm,pairfam
rtr2p2e3bm,pairfam
rtr2p3e2bm,pairfam
rtr2p4e2bm,pairfam
rtr2p4e3bm,pairfam
rtr2p4e4bm,pairfam
rtr2p4e5bm,pairfam
rtr2p5e2bm,pairfam
rtr2p5e3bm,pairfam
rtr2p5e4bm,pairfam
rtr2p1e2by,pairfam
rtr2p1e3by,pairfam
rtr2p1e4by,pairfam
rtr2p2e2by,pairfam
rtr2p2e3by,pairfam
rtr2p3e2by,pairfam
rtr2p4e2by,pairfam
rtr2p4e3by,pairfam
rtr2p4e4by,pairfam
rtr2p4e5by,pairfam
rtr2p5e2by,pairfam
rtr2p5e3by,pairfam
rtr2p5e4by,pairfam
rtr4p1,pairfam
rtr4p2,pairfam
rtr4p3,pairfam
rtr4p4,pairfam
rtr4p5,pairfam
rtr4p6,pairfam
rtr4p7,pairfam
rtr4p8,pairfam
rtr4p9,pairfam
rtr4p10,pairfam
rtr4p11,pairfam
rtr4p12,pairfam
rtr5,pairfam
rtr6p1,pairfam
rtr6p2,pairfam
rtr6p3,pairfam
rtr6p4,pairfam
rtr6p5,pairfam
rtr6p6,pairfam
rtr6p7,pairfam
rtr6p8,pairfam
rtr7p1e1bm,pairfam
rtr7p1e2bm,pairfam
rtr7p2e1bm,pairfam
rtr7p2e2bm,pairfam
rtr7p2e3bm,pairfam
rtr7p3e1bm,pairfam
rtr7p3e2bm,pairfam
rtr7p4e1bm,pairfam
rtr7p4e2bm,pairfam
rtr7p5e1bm,pairfam
rtr7p5e2bm,pairfam
rtr7p6e1bm,pairfam
rtr7p7e1bm,pairfam
rtr7p8e1bm,pairfam
rtr7p1e1by,pairfam
rtr7p1e2by,pairfam
rtr7p2e1by,pairfam
rtr7p2e2by,pairfam
rtr7p2e3by,pairfam
rtr7p3e1by,pairfam
rtr7p3e2by,pairfam
rtr7p4e1by,pairfam
rtr7p4e2by,pairfam
rtr7p5e1by,pairfam
rtr7p5e2by,pairfam
rtr7p6e1by,pairfam
rtr7p7e1by,pairfam
rtr7p8e1by,pairfam
rtr7p1e1em,pairfam
rtr7p1e2em,pairfam
rtr7p2e1em,pairfam
rtr7p2e2em,pairfam
rtr7p2e3em,pairfam
rtr7p3e1em,pairfam
rtr7p3e2em,pairfam
rtr7p4e1em,pairfam
rtr7p4e2em,pairfam
rtr7p5e1em,pairfam
rtr7p5e2em,pairfam
rtr7p6e1em,pairfam
rtr7p7e1em,pairfam
rtr7p8e1em,pairfam
rtr7p1e1ey,pairfam
rtr7p1e2ey,pairfam
rtr7p2e1ey,pairfam
rtr7p2e2ey,pairfam
rtr7p2e3ey,pairfam
rtr7p3e1ey,pairfam
rtr7p3e2ey,pairfam
rtr7p4e1ey,pairfam
rtr7p4e2ey,pairfam
rtr7p5e1ey,pairfam
rtr7p5e2ey,pairfam
rtr7p6e1ey,pairfam
rtr7p7e1ey,pairfam
rtr7p8e1ey,pairfam
rtr8p1e1,pairfam
rtr8p1e2,pairfam
rtr8p2e1,pairfam
rtr8p2e2,pairfam
rtr8p2e3,pairfam
rtr8p3e1,pairfam
rtr8p3e2,pairfam
rtr8p4e1,pairfam
rtr8p4e2,pairfam
rtr8p4e3,pairfam
rtr8p5e1,pairfam
rtr8p5e2,pairfam
rtr8p6e1,pairfam
rtr8p7e1,pairfam
rtr8p8e1,pairfam
rtr9,pairfam
rtr10m,pairfam
rtr10y,pairfam
rtr11,pairfam
rtr12,pairfam
rtr13p1,pairfam
rtr13p2,pairfam
rtr13p3,pairfam
rtr13p4,pairfam
rtr13p5,pairfam
rtr13p6,pairfam
rtr13p8,pairfam
rtr14p1bm,pairfam
rtr14p2bm,pairfam
rtr14p3bm,pairfam
rtr14p4bm,pairfam
rtr14p5bm,pairfam
rtr14p6bm,pairfam
rtr14p8bm,pairfam
rtr14p1by,pairfam
rtr14p2by,pairfam
rtr14p3by,pairfam
rtr14p4by,pairfam
rtr14p5by,pairfam
rtr14p6by,pairfam
rtr14p8by,pairfam
rtr15p1,pairfam
rtr15p2,pairfam
rtr15p3,pairfam
rtr15p4,pairfam
rtr15p5,pairfam
rtr15p6,pairfam
rtr15p8,pairfam
rtr14p1em,pairfam
rtr14p2em,pairfam
rtr14p3em,pairfam
rtr14p4em,pairfam
rtr14p5em,pairfam
rtr14p6em,pairfam
rtr14p8em,pairfam
rtr14p1ey,pairfam
rtr14p2ey,pairfam
rtr14p3ey,pairfam
rtr14p4ey,pairfam
rtr14p5ey,pairfam
rtr14p6ey,pairfam
rtr14p8ey,pairfam
sd14k1n,pairfam
sd14k2n,pairfam
sd14k3n,pairfam
sd14k4n,pairfam
sd14k5n,pairfam
sd14k6n,pairfam
sd14k7n,pairfam
sd14k8n,pairfam
sd14k9n,pairfam
sd14k10n,pairfam
sd14k11n,pairfam
sd14k1g,pairfam
sd14k2g,pairfam
sd14k3g,pairfam
sd14k4g,pairfam
sd14k5g,pairfam
sd14k6g,pairfam
sd14k7g,pairfam
sd14k8g,pairfam
sd14k9g,pairfam
sd14k10g,pairfam
sd14k11g,pairfam
sd15k1,pairfam
sd15k2,pairfam
sd15k3,pairfam
sd15k4,pairfam
sd15k5,pairfam
sd15k6,pairfam
sd15k7,pairfam
sd15k8,pairfam
sd15k9,pairfam
sd15k10,pairfam
sd16k1,pairfam
sd16k2,pairfam
sd16k3,pairfam
sd16k4,pairfam
sd16k5,pairfam
sd16k6,pairfam
sd16k7,pairfam
sd16k8,pairfam
sd16k9,pairfam
sd16k10,pairfam
sd17k1,pairfam
sd17k2,pairfam
sd17k3,pairfam
sd17k4,pairfam
sd17k5,pairfam
sd17k6,pairfam
sd18k1,pairfam
sd18k2,pairfam
sd18k3,pairfam
sd18k4,pairfam
sd18k5,pairfam
sd18k6,pairfam
sd19k1m,pairfam
sd19k2m,pairfam
sd19k3m,pairfam
sd19k4m,pairfam
sd19k5m,pairfam
sd19k6m,pairfam
sd19k7m,pairfam
sd19k8m,pairfam
sd19k9m,pairfam
sd19k10m,pairfam
sd19k1y,pairfam
sd19k2y,pairfam
sd19k3y,pairfam
sd19k4y,pairfam
sd19k5y,pairfam
sd19k6y,pairfam
sd19k7y,pairfam
sd19k8y,pairfam
sd19k9y,pairfam
sd19k10y,pairfam
sd19k1d,pairfam
sd19k2d,pairfam
sd19k3d,pairfam
sd19k4d,pairfam
sd19k5d,pairfam
sd19k6d,pairfam
sd19k7d,pairfam
sd19k8d,pairfam
sd19k9d,pairfam
sd19k10d,pairfam
sd20k1,pairfam
sd20k2,pairfam
sd20k3,pairfam
sd20k4,pairfam
sd20k5,pairfam
sd20k6,pairfam
sd20k7,pairfam
sd20k8,pairfam
sd20k9,pairfam
sd20k10,pairfam
sd21k1,pairfam
sd21k2,pairfam
sd21k3,pairfam
sd21k4,pairfam
sd21k5,pairfam
sd21k6,pairfam
sd21k7,pairfam
rtr16k1e1,pairfam
rtr16k2e1,pairfam
rtr16k3e1,pairfam
rtr16k4e1,pairfam
rtr16k5e1,pairfam
rtr16k6e1,pairfam
rtr16k7e1,pairfam
rtr17k1e1bm,pairfam
rtr17k1e2bm,pairfam
rtr17k2e1bm,pairfam
rtr17k3e1bm,pairfam
rtr17k4e1bm,pairfam
rtr17k5e1bm,pairfam
rtr17k6e1bm,pairfam
rtr17k7e1bm,pairfam
rtr17k1e1by,pairfam
rtr17k1e2by,pairfam
rtr17k2e1by,pairfam
rtr17k3e1by,pairfam
rtr17k4e1by,pairfam
rtr17k5e1by,pairfam
rtr17k6e1by,pairfam
rtr17k7e1by,pairfam
rtr17k1e1em,pairfam
rtr17k1e2em,pairfam
rtr17k2e1em,pairfam
rtr17k3e1em,pairfam
rtr17k4e1em,pairfam
rtr17k5e1em,pairfam
rtr17k6e1em,pairfam
rtr17k7e1em,pairfam
rtr17k1e1ey,pairfam
rtr17k1e2ey,pairfam
rtr17k2e1ey,pairfam
rtr17k3e1ey,pairfam
rtr17k4e1ey,pairfam
rtr17k5e1ey,pairfam
rtr17k6e1ey,pairfam
rtr17k7e1ey,pairfam
rtr16k1e2,pairfam
rtr16k1e3,pairfam
rtr16k2e2,pairfam
rtr16k3e2,pairfam
rtr16k4e2,pairfam
rtr16k5e2,pairfam
rtr16k6e2,pairfam
rtr16k7e2,pairfam
rtr18k1m,pairfam
rtr18k2m,pairfam
rtr18k3m,pairfam
rtr18k4m,pairfam
rtr18k1y,pairfam
rtr18k2y,pairfam
rtr18k3y,pairfam
rtr18k4y,pairfam
rtr18k1d,pairfam
rtr18k2d,pairfam
rtr18k3d,pairfam
rtr18k4d,pairfam
rtr19k1,pairfam
rtr19k2,pairfam
rtr19k3,pairfam
rtr19k4,pairfam
rtr20k1m,pairfam
rtr20k2m,pairfam
rtr20k3m,pairfam
rtr20k4m,pairfam
rtr20k5m,pairfam
rtr20k6m,pairfam
rtr20k7m,pairfam
rtr20k1y,pairfam
rtr20k2y,pairfam
rtr20k3y,pairfam
rtr20k4y,pairfam
rtr20k5y,pairfam
rtr20k6y,pairfam
rtr20k7y,pairfam
rtr21k1,pairfam
rtr21k2,pairfam
rtr21k3,pairfam
rtr21k4,pairfam
rtr21k5,pairfam
rtr21k6,pairfam
rtr21k7,pairfam
sd22k1,pairfam
sd22k2,pairfam
sd22k3,pairfam
bce1i1,pairfam
bce1i2,pairfam
bce1i3,pairfam
bce1i4,pairfam
bce1i5,pairfam
bce1i6,pairfam
bce1i7,pairfam
bce1i8,pairfam
bce1i9,pairfam
bce1i10,pairfam
sin4i3,pairfam
gebop,pairfam
pa10i1,pairfam
pa10i2,pairfam
pa10i3,pairfam
pa12i1,pairfam
pa12i2,pairfam
pa12i3,pairfam
sdp7,pairfam
sdp8,pairfam
pa15,pairfam
cps2,pairfam
cps3i3,pairfam
pa16i1,pairfam
pa16i2,pairfam
pa16i3,pairfam
pa16i4,pairfam
pa16i5,pairfam
pa16i6,pairfam
pa18i1,pairfam
pa18i2,pairfam
pa18i3,pairfam
pa18i4,pairfam
pa18i5,pairfam
pa18i6,pairfam
pa18i7,pairfam
pa18i8,pairfam
pa18i9,pairfam
pa18i10,pairfam
pa18i11,pairfam
pa18i12,pairfam
pa18i13,pairfam
pa18i14,pairfam
pa18i15,pairfam
pa18i16,pairfam
pa18i17,pairfam
pa18i18,pairfam
pa19i1,pairfam
pa19i2,pairfam
pa19i3,pairfam
pa19i4,pairfam
pa19i5,pairfam
pa19i6,pairfam
pa19i7,pairfam
pa19i8,pairfam
pa20i1,pairfam
pa20i2,pairfam
pa20i3,pairfam
pa21i1,pairfam
pa21i2,pairfam
pa21i3,pairfam
pa21i4,pairfam
pa21i5,pairfam
pa21i6,pairfam
pa22pi6,pairfam
pa22pi7,pairfam
pa22ri6,pairfam
pa22ri7,pairfam
pa23,pairfam
pa24,pairfam
pa25,pairfam
sex1i1,pairfam
sex1i2,pairfam
sex1i3,pairfam
sex2,pairfam
frt6,pairfam
lsr1i1,pairfam
lsr1i2,pairfam
lsr1i3,pairfam
lsr1i4,pairfam
lsr2,pairfam
lsr3,pairfam
lsr4,pairfam
lsr5i1,pairfam
lsr5i2,pairfam
lsr5i3,pairfam
lsr5i4,pairfam
lsr5i5,pairfam
lsr5i6,pairfam
lsr5i7,pairfam
lsr6,pairfam
lsr7,pairfam
lsr8,pairfam
hc1p1i1,pairfam
hc1p2i1,pairfam
hc1p3i1,pairfam
hc1p4i1,pairfam
hc1p5i1,pairfam
hc1p6i1,pairfam
hc1p7i1,pairfam
hc1p1i2,pairfam
hc1p2i2,pairfam
hc1p3i2,pairfam
hc1p4i2,pairfam
hc1p5i2,pairfam
hc1p6i2,pairfam
hc1p7i2,pairfam
hc1p1i2o,pairfam
hc1p2i2o,pairfam
hc1p3i2o,pairfam
hc1p4i2o,pairfam
hc2,pairfam
hc3,pairfam
hc4h1,pairfam
hc7h1,pairfam
hc8h1p1,pairfam
hc9h1p1,pairfam
hc9h1p2,pairfam
hc9h1p3,pairfam
hc9h1p4,pairfam
hc9h1p5,pairfam
hc9h1p6,pairfam
hc9h1p7,pairfam
hc9h1p8,pairfam
hc9h1p9,pairfam
hc9h1p10,pairfam
hc9h1p11,pairfam
hc9h1p12,pairfam
hc9h1p13,pairfam
hc9h1p14,pairfam
hc9h1p15,pairfam
hc9h1p16,pairfam
hc9h1p17,pairfam
hc9h1p18,pairfam
hc9h1p19,pairfam
hc10h1p1,pairfam
hc10h1p2,pairfam
hc10h1p3,pairfam
hc10h1p4,pairfam
hc10h1p5,pairfam
hc10h1p6,pairfam
hc10h1p7,pairfam
hc10h1p8,pairfam
hc10h1p9,pairfam
hc10h1p10,pairfam
hc10h1p11,pairfam
hc10h1p12,pairfam
hc10h1p13,pairfam
hc10h1p14,pairfam
hc10h1p15,pairfam
hc10h1p16,pairfam
hc10h1p17,pairfam
hc10h1p18,pairfam
hc10h1p19,pairfam
hc8h1p2,pairfam
hc8h1p3,pairfam
hc8h1p4,pairfam
hc8h1p5,pairfam
hc8h1p6,pairfam
hc8h1p7,pairfam
hc8h1p8,pairfam
hc8h1p9,pairfam
hc8h1p10,pairfam
hc8h1p11,pairfam
hc8h1p12,pairfam
hc8h1p13,pairfam
hc8h1p14,pairfam
hc8h1p15,pairfam
hc8h1p16,pairfam
hc8h1p17,pairfam
hc8h1p18,pairfam
hc8h1p19,pairfam
hc11h1,pairfam
hc12h1,pairfam
hc7h2,pairfam
hc8h2p1,pairfam
hc9h2p1,pairfam
hc9h2p2,pairfam
hc9h2p3,pairfam
hc9h2p4,pairfam
hc9h2p5,pairfam
hc9h2p6,pairfam
hc9h2p7,pairfam
hc9h2p8,pairfam
hc9h2p9,pairfam
hc10h2p1,pairfam
hc10h2p2,pairfam
hc10h2p3,pairfam
hc10h2p4,pairfam
hc10h2p5,pairfam
hc10h2p6,pairfam
hc10h2p7,pairfam
hc10h2p8,pairfam
hc10h2p9,pairfam
hc8h2p2,pairfam
hc8h2p3,pairfam
hc8h2p4,pairfam
hc8h2p5,pairfam
hc8h2p6,pairfam
hc8h2p7,pairfam
hc8h2p8,pairfam
hc8h2p9,pairfam
hc11h2,pairfam
hc12h2,pairfam
hc13h2,pairfam
hc14h2,pairfam
hcp4h,pairfam
hcp4m,pairfam
hcp5,pairfam
hcp6i1,pairfam
hcp6i2,pairfam
hcp6i2o,pairfam
hcp7,pairfam
mig1i1,pairfam
mig1i2,pairfam
mig1i3,pairfam
mig1i4,pairfam
mig1i5,pairfam
mig1i6,pairfam
mig1i7,pairfam
mig1i8,pairfam
